geolocation_latlng_sk,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng
152a1f6f-369a-4956-9cd6-bbd3cd7919af,67015,-1.3840326356793753,-48.408361019745143
76f488d9-3624-4d71-ab77-e989fea93f4c,61656,-3.76370107799994,-38.648254999999949
0c01930c-fd1d-4c16-a353-3c1df841c8a7,61661,-3.781017573999975,-38.630874999999946
a7315e18-07cc-48fd-a4a7-c53efd05fb74,32260,-19.959915599424676,-44.038632738426223
d00c4565-991c-4ae8-99a4-d05417e88872,64495,-6.0956499999999778,-42.636449999999968
253833d1-d5f4-4465-892c-1857fad868bf,70254,-15.8206725,-47.900961
44137693-3580-450b-aa25-454856b53296,74371,-16.728536872999939,-49.348523499999942
29771992-3659-4f21-8a85-23f4935a656d,75912,-17.816878346136946,-50.935431325982108
79d0fdb6-9c38-4389-891c-a9ecb6e2f97f,66035,-1.4521799999999416,-48.481959999999958
1474f14a-791e-4bd4-a44b-1b03aaff5dcb,79320,-19.042341443589066,-57.64312524374207
44374c08-67e8-4f39-9fb7-7b934d2cc932,72007,-15.75329499999998,-48.041629999999969
2ba12eb5-7c94-4446-8a88-1cb3f40916c5,3657,-23.526873350024289,-46.504336595268647
4d76b298-56f6-4dca-b001-e27ae4a36469,68709,-0.90103799999994294,-47.038759999999968
dd69ba21-3ac6-4dff-b501-fe74d16982ce,29010,-20.319585561169333,-40.329319384817353
7c10831d-b1f9-4a22-9263-208382d244c1,73752,-15.454584999999952,-47.601200214999949
61181878-874b-4805-8ef2-92204cdb91ac,68924,-0.81235999999995556,-52.412019999999956
d761d6a8-c8e1-4bef-9971-6d6618833d0e,75391,-16.653904239999974,-49.501984608999976
00b57979-2504-48eb-adad-9462338cd2bb,86804,-23.540448877849485,-51.452773603231115
1b944411-443a-4253-8b58-a490afc27d82,16018,-21.225285295753565,-50.436283676528006
73213c07-a081-4402-800f-13a0112b6c94,65031,-2.5500618922390004,-44.287839081773953
40b9fd05-6ada-4356-be77-9e7687c8be82,2342,-23.474050794621689,-46.610883853597976
31cde2bb-a2ca-4254-a519-17a72d9afc2b,73754,-15.49434999999994,-47.636365459999979
da969d6e-1abe-47d7-ad1e-beb32b7074fe,40393,-12.928097205301128,-38.482983451034158
8b24e481-6d8d-44f8-bd70-ee30c4ee374f,66617,-1.3981229999999982,-48.472853481245458
29159dc7-c981-4973-8b1a-b4ff3828c98f,37563,-22.372927943843933,-46.093260372543135
ed2d019f-7d85-48e6-b79c-3f34a3683838,71571,-15.774452999999994,-47.776639499999987
c575e62c-1eed-484e-b459-2468ece964b9,4044,-23.598747000000003,-46.638423952824674
25194842-f785-4ca3-960d-abd32e02b875,36243,-21.520559999999932,-43.622499999999945
5078fa44-8f2e-4582-9ca4-9f4546f3ec8e,3390,-23.592445491257422,-46.526351452824692
71cc7780-56cb-42c9-9efd-b00528f5b954,15380,-20.500316999999995,-51.02919
d3ec2dc6-2108-4f49-92a9-b63660044fa9,24743,-22.849402499999997,-42.99899624999999
d19f4a63-2922-403f-b8c2-e7248cb96786,27513,-22.48864507899998,-44.44481849999994
660c57bf-df8f-45e0-9aff-b3e401463aae,65540,-3.5011899999999514,-42.565969999999936
baf0101c-b741-4168-abc8-ab96758d7929,22080,-22.986830869842379,-43.190303636966952
ff936753-2282-483f-908f-3d49467b4729,65300,-3.8490449999999328,-45.448771963999945
feae24cb-c5e4-4e64-bcdb-cc45d923f5a2,99380,-29.044499999999971,-52.295139999999947
2f479fcb-af5f-4bbb-95b2-9b5b74cb0a78,28664,-22.204999999999927,-42.39805999999993
1b1e0632-3be6-4e26-9ce1-3c1e7f4decf4,78518,-10.477499999999964,-56.078059999999937
5231793a-0f03-4601-8f9a-750c9601d37c,38150,-19.662368467468696,-48.309726002999383
9314968e-0385-4781-9206-54abeb71bd45,87035,-23.386583094415073,-51.905343129948655
7ffbccf9-d34e-4a63-9ca2-8b2340075aa1,86935,-24.080375621956591,-51.740516901258935
8029c800-7d97-4094-ad14-98d49951c1a6,61910,-3.864879999999971,-38.640556831999959
0ca880ad-f23c-4a91-b12d-69071a38100a,28810,-22.717779999999948,-42.530174999999957
e2a72d22-5a1d-4d63-8b9f-943f742bca59,62045,-3.7074701709999545,-40.339570376999973
74448a12-1123-470e-9c68-a97e28a85733,5183,-23.452004179294818,-46.7523688148768
f9daf839-4ae3-4dc9-adfa-50d0ce2b79e5,81520,-25.459127696635733,-49.23715637356463
0323edeb-1557-4454-9257-45583c5c9b14,74533,-16.678609999999935,-49.285049999999956
69a25198-5551-4723-b023-302039220637,69049,-3.0535376647238763,-60.026182470713863
3efa4ce3-65b8-403c-8e66-153454decaa8,78615,-16.861220924127338,-53.034061103565882
d51d2608-6437-4a77-b4b3-7622bf040ac4,45880,-15.414317002261669,-39.497913802834034
546d5e70-e89d-4acc-b979-db735cd77124,37044,-21.562683791571544,-45.420869955941193
1320372b-c993-44be-a378-f0567ff32678,97015,-29.689198816146927,-53.8064289212743
b4292d3b-4c25-471f-addb-dc89c5a1f328,28425,-21.714719999999943,-41.924999999999955
e73edcbe-27fc-4997-be5e-43a735cf8edf,12335,-23.261928736886148,-45.968480292399974
ab396d32-643e-4db5-aa3d-43d99e9edb46,59585,-5.1207458315661825,-35.642129421084533
af4105fc-0583-4fd1-a6e9-bfbda44a1e0d,53360,-7.9790113093811215,-34.883360255374775
b20fa9d2-64b0-4418-bb34-ffb4c99ac480,60878,-3.857089999999971,-38.490085750999981
370709b6-bde8-4ac1-b525-fabd263b363a,85900,-24.729689944265374,-53.742043512648245
43531f89-0eb9-4a65-bffe-6bb8dbc693df,74956,-16.797225973999957,-49.296889999999962
b5fb51ad-b370-406d-81eb-f3d06230373b,4811,-23.709650164437335,-46.692574642057863
d5e6686f-d897-4a2d-bc7d-a15e4e698ffb,7230,-23.45380367638063,-46.451454459201329
22004638-d7ee-49bb-b07e-2eb23b405bdb,60768,-3.8206120589999273,-38.569401999999968
dbe74c0d-50ed-4dcc-b9f6-448d0b6bf8dc,5887,-23.679122060505506,-46.799561284205687
16c6483e-232d-4b10-9ce6-9cfcd5e0b284,3364,-23.56727609547579,-46.537052238963618
3e1a7743-7966-4c80-b95c-afbb61fad05e,9060,-23.671140872612341,-46.548500715650086
396a054f-26c3-473a-b564-3a5edd9dd25d,55845,-7.7247213122832363,-35.327818254047507
fc8cff89-6b87-40da-b09f-1021b99462a4,13807,-22.402763103111283,-46.944689789606294
abaeb8e0-46b4-4987-8ac2-b2e44b18f4d2,74313,-16.708662000000004,-49.303035000000008
440121a0-8c7c-4bfa-84fe-32c25f801de5,54240,-8.0874834826590813,-34.983641650297145
b893a7db-915b-4881-85f7-7da51f9bfb97,35688,-20.226459510141467,-44.396931217952989
20012c79-154f-4607-9572-b88e730da6c6,12054,-23.018747351813545,-45.572809318799727
f2ddee95-72b2-4ed8-b890-6f2320fe9922,25905,-22.661390928999936,-43.035250835999932
f3bebe61-6143-4d65-9c84-0bb439724361,56250,-7.7561347085829766,-40.2708052522259
2adad555-6570-4a9c-962c-de9199e8251e,45052,-14.85362699999996,-40.868043501999978
b0290d28-9166-48b8-af1a-1384878b5e6c,55865,-7.5528428916579742,-35.447118296149824
d0a3df32-f6a0-4c30-9675-edc5c850454f,28611,-22.283748648826986,-42.5281905472635
4a16f588-189e-492e-92f3-4916c636c67c,27535,-22.453696561746259,-44.432558298084132
609db42a-ba17-4e4b-a0b0-f8d22d32422d,9971,-23.723067737652858,-46.632000180504534
c70f4a5a-3413-43bf-943e-119b6448b657,23595,-22.935550840109503,-43.66020027560581
e7990b9a-9c6d-4ac0-8909-db833e4118c7,22710,-22.933084232038713,-43.36663107132555
2394ae32-9c10-453f-964b-ef83770fecc3,34576,-19.858146739898988,-43.861067475061787
fd756370-85ed-467f-aa5b-637ba7c8bbc3,48103,-4.5962448091645465,-42.854516737398228
a1cfff5b-9ba2-4772-adef-a13983b039c0,74415,-16.688763899055633,-49.311562484499042
c65c4ee3-6a91-4814-8497-d6692309c305,74820,-16.701829047201503,-49.2482072317352
77350633-faf6-4923-99e0-94500f81b6cc,63515,-6.2528163807073733,-39.199337668937567
77d4d436-63db-4a9a-a642-947a93458de5,3621,-23.517856329944156,-46.520726448028164
e597c6ce-015c-4ed6-b571-904fe34d1e16,58703,-7.0290391027319865,-37.283977244527577
d4675d59-ef0c-4d2f-b0ad-cea2e1b9e8fd,66815,-1.2959324999999924,-48.455741249999988
1258b094-6554-43a7-bddd-a817c55d1732,95975,-29.000692931050256,-52.158438466066727
f5b74380-57d5-4108-9f62-bd05d764d02c,2857,-23.748767492409574,-46.749252992409559
6794dc87-22f0-40fe-87cd-8649b08692c3,4538,-23.587027356079492,-46.680539945467089
88810ba2-344a-4f37-a6be-c0c8e5333d71,61627,-3.6926734733061726,-38.621365649666657
1b6aafc7-2426-4ca3-8282-eca8dc93d616,85195,-25.835739750478755,-52.029021697891274
e1480f04-b3b3-4371-b192-ed537dd95bd8,85660,-25.743898724970681,-53.054341046665833
6cd8c3fc-8596-4e37-bc4d-0feca740894a,39817,-17.416612600509328,-41.218282381255548
fd2c8136-cd56-4da0-8664-2d7bd3ea4340,58074,-7.1735873469328917,-34.857589300998313
89d1f132-8a26-4c97-b9d7-9d36085a3d14,76805,-8.7813703923393422,-63.9079719805536
d8c2ef38-c8a8-4657-92e4-510c0f3de6b2,8485,-23.59677856702638,-46.411158881903162
8356277b-5151-47f9-8ad2-952d74797ccf,85508,-26.265383390789797,-52.688403572691414
f9d6302d-1f3d-4032-949b-2cbe95238b8d,16880,-21.224205707284458,-50.876594350279873
e98fb8f6-a619-4fe9-897b-d5af76a10d9a,36753,-21.440712113251724,-42.360000709571196
5659b44e-e107-4e8a-9471-822b5bc2e4a5,22640,-23.003736195472815,-43.321841169569183
25c05ec3-f1cc-4681-bdd8-fb97d2a6a935,9625,-23.659222734952895,-46.567306357060438
3427a976-dc2b-478f-a6f1-3f2d6547d0b0,96503,-30.023608014084861,-52.913326090314513
a201f799-1b22-4130-983d-c39403168a48,61903,-3.8818409937207439,-38.632931102462621
f51d4830-172a-456f-af59-df717e48b214,93520,-29.675995927871558,-51.12362541701777
121c4ed5-51f0-4acc-8876-129451ce1213,85708,-26.197267430242395,-53.597638029687296
f754c128-0f53-47d3-9689-ea69fa02d7cb,29620,-19.923878999999946,-40.861983499999951
2410f842-b090-428f-b197-aae811d98753,64760,-8.3548827384902342,-42.256974955604662
fcae3f05-589d-4c96-9542-a0e95414728d,6501,-23.440368006116845,-46.924943207600009
6ac9ebde-36be-4f60-8987-bfb7a3e507b4,75240,-16.969154699584582,-48.960109705837667
83522f17-63d3-4259-86e7-7837e86ca568,18013,-23.493278399936575,-47.4093955217843
46c269cb-6e96-4a2c-b78c-8f76b8bce62e,65000,-2.5723484332719413,-44.204766212735727
f4cd3ff8-7841-4908-b3f6-39b641fc3151,62505,-3.4902575184408993,-39.567439540846827
91827436-65ad-4515-9250-18a9a7887451,87145,-23.501991538465521,-52.150754695970171
4616e994-e6f5-431c-9c3d-3078a9829253,35400,-20.38523748903572,-43.505513025535208
66f620c1-7037-44d5-bc8c-7ecba8cc5c24,36550,-20.8591385436248,-42.804055273378943
30572920-d508-4819-9629-3dece442f919,45204,-13.85651383288314,-40.056666661070132
a0ff4dde-b8d9-44a7-92e3-4be563731b9a,78049,-15.542431856343685,-56.094513772280656
79d091d2-a1c8-4461-a18a-4844633e2c06,34300,-20.080634381532949,-43.790693033288065
a2634260-63ea-45dd-9568-86376348d635,86940,-23.710293898270724,-51.774472090832347
b38abbcb-97d8-4681-b8a0-f7f022a348b5,39140,-18.728438015706164,-43.362794980488118
d09af63d-7695-4681-b939-0f76e9f28cdd,75470,-16.370841844852297,-49.316869114245755
7439f4ee-8081-44be-bf18-348cf2989daf,86035,-23.312868686075493,-51.135164705810979
55941aab-af60-431d-b2f3-ea1c7c2611cc,87913,-23.132248473047188,-53.277412074957645
a4ad6d94-3776-4219-ae6b-54fd182965dc,83190,-25.886414999999946,-49.131651499999961
0606c44b-faf4-42b5-9a8b-dcdebf92bed5,86225,-23.519357201338611,-50.7867024096069
2b55d55d-8ab6-4cfd-991e-df4646e09d72,4116,-23.590958301142567,-46.629899428674456
77310589-e50e-4780-8955-8ff1cd19e0a6,77913,-6.6086614326170556,-47.54556237133302
e4981164-1d15-4798-b3c5-33e0cce7fbca,89212,-26.347572869553918,-48.84941300291419
abc26af5-d403-4702-bffe-64ed7ce454d4,60356,-3.7353255087425628,-38.587735021784319
519a383b-e2ae-429f-b970-7d0d5b4c71b9,6707,-23.592204997718003,-46.868123723729994
eae9abfe-2b19-4b7b-8fbd-19b380057841,26470,-22.687437043695358,-43.585867807044522
b2e63f22-dc47-464f-ae22-48536faac588,57955,-9.01232564760585,-35.2206610008014
e4acd156-2895-4f93-8d16-c161cf18fca5,13032,-22.910307139332875,-47.084354681228056
bf35c4f0-82a9-4c8a-8afe-ad828a234685,1541,-23.568722298084143,-46.618800923971243
dc2f4e5a-42c2-4f07-a297-ba5fe08d8519,83303,-25.439177468834718,-49.095535757952064
0f791f95-ead4-40d4-852e-f0cfff0a1e96,4169,-23.657936084499855,-46.615981524833707
7c7f8862-9172-44e8-8997-de4e838903a8,68488,-3.7752519494912353,-49.565910385238688
634c337b-5af5-423b-b03b-26b551b726a4,26013,-22.737066249320382,-43.440592105092705
73910776-06df-4b16-9d47-d03babe66242,26316,-22.686183607637762,-43.597093756130143
3b7bd685-c5d0-48c4-864b-98f2c9f9d19e,24060,-22.884721207871738,-43.110686362832141
066165e0-192f-4c00-9bd1-7cd1925dc768,45201,-13.857271358009713,-40.095217177065656
94de3f49-e41b-4952-89a4-aa2a80e1f0cd,7411,-23.401129494864112,-46.341388513878456
d5e0948a-6e93-410c-8909-227e27e55281,65683,-6.04527567990067,-43.525609789189751
a5b63a47-4921-4d93-8511-08247e8999b9,45315,-12.866442174990427,-39.86301764824578
03bb284e-82cd-4825-aa91-a559d387dbf2,49072,-10.895971431040381,-37.070260826533541
9eb08d6d-8f19-4716-a181-155320fb1608,2551,-23.501947096312509,-46.6669518635813
e4f451b8-2c07-41a0-8d4f-4b0db4f470fe,36906,-20.199687325395651,-42.186833072504577
f79a5c79-b1fe-4352-b09d-78665f836ef6,89112,-26.946407076902695,-48.949183642630558
c3e91dae-0f22-4670-bcfb-a9d847205602,95548,-30.348466013791956,-50.274318443705539
b3a31043-8b09-4d88-9f9e-b3a622c71687,36263,-18.977746375609975,-48.269237984590916
c62388f9-0530-4fd9-8876-2795b890e8b4,5006,-23.533974680824038,-46.670397773385638
e7b40638-df91-4032-8963-0c31f7cf9437,39328,-16.630421491116984,-45.063485545753849
ca89ee09-3b8c-4cd0-9c0e-d73b50162c67,17400,-22.218988944556266,-49.643623340205892
c63a52cf-b848-4bbd-917d-c51aa18ff908,14590,-23.525594703874056,-46.54829611125291
da37c33c-c3f0-41c5-ab1c-b97dea3ed82d,1016,-23.548495128772636,-46.633490627676125
b660a918-95de-4113-8189-adc6810db809,99878,-27.921373349870017,-51.538633543273406
255e04c8-f0a0-4e88-8d2e-4a6cd3b9577e,35517,-19.823375081435195,-44.960266970489428
bd5189d9-b9a0-42a7-8ce2-cc1d0da30e73,88162,-27.52651318539575,-48.637248610343612
2364aa0d-5219-4120-8634-920ecea0d7bb,79092,-20.496536999999996,-54.663461999999996
638044c0-a1f8-4cd6-97ee-18938d3f0208,24913,-22.909403191706595,-42.823520149576119
f7bad26e-d321-49f2-b361-df442436d161,29946,-18.736320161321608,-39.749799775358071
999ff032-71d6-4fd3-993a-6fe2d441eedb,5415,-23.563100640025375,-46.685227373997314
85699f25-0292-4056-b18c-f94b56495b2d,70384,-15.826958999999992,-47.924466749999993
ec39be6a-e766-46a9-92fc-896f178d54e9,88505,-27.810660101304173,-50.348793604218372
e5ab6b4c-10fe-4580-b553-958242176bf1,5432,-23.555191033585295,-46.690774564256415
7dbefe8b-6642-4537-8711-e850e803a04d,78658,-11.053171572194518,-51.827740339014611
2d01e5f7-c610-4f1e-ac6c-2263af656d7c,53900,-7.73483153772054,-34.826688470252272
3d9236ae-d79d-451d-b0d8-8aa6ddcdabf0,39678,-17.869683937947237,-42.556030166011261
d8b9dd22-351e-4f62-952e-a1afad5b6fd8,58037,-7.09075180297714,-34.836929903061019
155f9b48-530a-4904-9a83-e6fa697e8288,24472,-22.789429609284532,-43.043173325963345
1ce79516-0910-4df6-93d8-38c2637fe10e,14620,-20.71749602546334,-47.8769102907048
9449159e-7d39-40ce-b96a-c5a1cccf3761,13916,-22.686079400225033,-46.995841886202335
146f737b-1981-45c4-a1d9-90febc502cd8,87112,-23.450075922400181,-51.880794470197358
522bbedc-ea7a-4b56-8f3c-24c673ce574b,4644,-23.645618663040302,-46.68728841574373
91238d6a-88c5-49cb-b2cf-dbe00d2bbe32,95060,-29.110119056062111,-51.082381911881804
a606c234-404f-4e6b-9ec3-08d95363d1cb,2254,-23.4851179664147,-46.59617458979163
54eb91e9-44c5-43e3-9c69-688660a5fe6b,86400,-23.154469325547332,-49.976786488459815
f484e080-b964-4b5a-bbcc-7a6c6179099c,17670,-22.068283373833772,-50.307334111336552
2532fd8a-d013-4437-8a98-add3623c3de6,54120,-8.1035293427403339,-35.015315710939738
086f0c26-075f-4e86-adfd-ef1f909944b8,92440,-29.891277574350177,-51.130135001043413
f7600448-a580-4747-a74b-4c2c55e2c4a8,28637,-22.044940430087998,-42.672330475205904
fb11694e-11f5-4bcc-abf9-8615db0d7c00,15170,-20.619786901756022,-49.648203202912711
8ec59198-1afa-4c95-ad08-c5ca55dd03bf,26025,-22.730629106878048,-43.441415660405688
2236ea52-0f03-4f3b-882f-a10182851e8f,65880,-6.7389533756393138,-44.043985789137892
9fbcec04-ff99-4aee-8337-86f028f9a9f4,72322,-15.86246305000714,-48.091041473078576
192e5581-41b6-4210-90c0-769c0788202e,49670,-10.261235106340795,-37.3113546710989
852ec177-28a6-44d2-8e04-d9987c40bcdb,59535,-5.6999504629416169,-36.251196418032578
611991ca-94d3-49a4-84e3-b7bd651ae41b,2867,-23.471029016100154,-46.68309642270183
263cdd6d-ff73-446e-8659-33951ae9fdcc,37546,-22.386839683544174,-45.885312761516232
a6f1c885-5c7a-48c3-ba06-9c706d6dcfb9,5410,-23.554650340141968,-46.674371332988912
070f58d4-8276-4f20-8cc9-020eaa0280d6,41390,-12.911321475827211,-38.437685745072422
78abe576-bbd3-434e-8c19-639f17d648ec,87325,-24.094973357784518,-52.623573521800083
e170e333-276c-4351-a81a-1c7a2ae42bdc,41410,-12.975611673399275,-38.434644303198965
06db7860-294e-41c3-b07c-031ce9d799ae,3514,-23.535045041635392,-46.520606236337883
70019ca5-50f9-4ae9-9d32-52c4d18a6861,85812,-24.950870359714834,-53.450327428558872
1c839adf-cca3-4b1e-91b8-861be35f934a,17123,-22.459820889346709,-48.993330568333626
cb3f2943-9f08-451a-9d12-d3d6b1fab95b,37975,-20.746977035601056,-46.7490234241636
313030b2-3fde-4f54-a8f9-c8b8754ee34f,13154,-22.632411085950487,-47.176022324178064
0be9635c-0030-40e0-bfbd-429f03b14b8e,68508,-5.3455004204176948,-49.117309905063927
39dd5090-b7b8-4698-90a0-4ac52e05be34,69905,-9.9716266838149785,-67.803398086909709
9a65a67b-a578-4496-8142-f52b15fbb0f3,74423,-16.687716314061625,-49.318483626792329
6977386b-2e1c-47e1-a7b5-1b693f88aeee,64020,-5.1355164380993319,-42.805421953923691
04c5bea5-215f-4d19-a466-d2b549d95560,6818,-23.642048023368268,-46.837526243351157
3e4d61d4-fc17-48ac-a08a-a2fa03e20ab3,40270,-12.968337245732986,-38.492016564441514
68d56101-71b2-40ee-9554-6eeedcbb6b78,3106,-23.55770667499565,-46.614764399936568
52a118b4-0e94-407e-8aca-70cc0e6a50c0,2335,-23.484231126002676,-46.616027463644734
0cb56145-641c-4164-a88d-56691a47ea1c,72800,-16.255783825155966,-47.955184216770625
deac6385-0de4-4ea1-a7e3-14d499cbaa31,65800,-7.5114925076429717,-46.047036538214869
4d476891-f3c2-4d8b-ace0-3e14ad2e188a,18271,-23.323241910180521,-47.8687957109749
c381dee4-1f05-4869-8c0f-69c4994e1f9b,7115,-23.444198166006579,-46.534613739879418
269db5d1-92b7-4fe3-99ec-2b2066077d35,68660,-1.6223861305325618,-47.4765860416628
850e28d1-8dfd-449b-ac9a-848cf6a30ac7,29300,-20.849362595227838,-41.11521241330253
54762906-2768-447d-9df7-d840aa01bdbd,23082,-22.889890833746911,-43.567373703849107
d665466a-26f1-4ae2-b873-5dbbdd329462,21655,-22.816408495412368,-43.377726595043114
6c0f886e-4fbe-4f5c-8136-758e62d95773,35147,-19.902229208970322,-43.994221912121013
e0dfbef3-076b-4eca-81a1-93e783bd8cf9,17024,-22.295548583386346,-49.069619266720544
0681b62b-5f23-4678-b1eb-fbe01f9051a2,13630,-22.006605899216094,-47.427639846665322
bf8bdda4-1323-4bfa-9e34-de43b1aeaa86,2964,-23.484602190114867,-46.704864725085159
576c8a36-8432-4463-829e-4600e15e295d,17475,-22.433071177715657,-49.522145466853033
2a01cd6a-63ae-442c-8345-9faa2a575060,22411,-22.981231507646054,-43.201431115182629
289bad34-bfc6-4eb9-b467-895d24cf2941,38720,-18.779883595927469,-46.405582045626048
f9e6b81a-e614-4035-8070-2a1365dd326e,4214,-23.600984128238462,-46.598819767459595
443db8dc-388d-4394-aaa9-050307a85830,3977,-23.617729470180176,-46.491083494382877
aadd5c4d-8bf8-4954-8ac3-d41f2ce8ae70,75909,-17.780724874048257,-50.93545000846153
57bcad6b-7966-456e-bec7-0e49f9a46a3a,28463,-21.430597760769171,-42.101657463020423
3f0c63ac-1ebe-495f-a0b7-75f46c4d3570,32372,-19.928899412098882,-44.026109375532336
42beb276-8ec5-4e2e-99b3-067f32e7e166,44035,-12.194261894356719,-38.988184051016091
860b4468-7022-4117-9ffc-de232cd5c120,95166,-29.4514439595505,-51.102858967843538
01fb90c1-6a9d-4cd5-aa7e-298cb9620e45,87063,-23.468198465714533,-51.925015866623667
8cf31806-24ee-4e1a-8230-810340401010,13484,-22.541719708891844,-47.427681190013296
