seller_sk,seller_id,seller_zip_code_prefix,seller_city,seller_state
48bda37e-85d0-4579-87e7-4d4bab2f736a,768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF
4842eb13-a0c5-4d0b-87cf-01d1b4351498,2addf05f476d0637864454e93ba673d5,70856,brasilia,DF
3023fce4-d549-44a0-971e-1ffc834baf26,b5abf4f36adc043117b4fca82c22984c,72251,brasilia,DF
11382385-33d7-4dfc-be6a-352b9f21817a,89a51f50b8095ea78d5768f34c13a76f,71931,brasilia,DF
8da0d845-dec7-4ad7-a956-6321739eadc4,e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF
ca27fb6c-a9df-4ab6-9bc1-3daa0e4bcf1f,42bde9fef835393bb8a8849cb6b7f245,71551,brasilia,DF
8b3c1cbd-bb41-4357-b76b-f25deb635c9a,c9a06ece156bb057372c68718ec8909b,73020,brasilia,DF
de114e76-ce67-4993-b2df-fbacb9e01cb0,bdae679a9b282249bc23b9b69dae9a99,72210,brasilia,DF
6378f6db-585a-4328-b377-8c692106f269,43b2c864251aa0ce4030c746984e088a,71936,brasilia,DF
ebf33a83-9083-4f99-8f13-6eff96d77623,f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF
c3646fd9-dac1-4d06-b76d-acf01f7bbca4,432c37c9dfba871172ec162e20118b8c,70235,brasilia,DF
c5ab6ec4-372e-4873-a3a3-0fa2321370ac,bd0389da23d89b726abf911cccc54596,71691,brasilia,DF
08aa026b-8725-4c14-8e03-af2427d64719,edd066cd02126d7800f9b66e980e9931,70070,brasilia,DF
fa4e7deb-f73f-4ec5-970a-5d28198488e0,7354220fb240bde543b3c40c060d41e7,71215,brasilia,DF
50ed6308-efd6-43f3-bc55-eb2f881ed581,4a1917ef994878940e1fb03eeb787ad7,70610,brasilia,DF
47a6c599-1eee-45fc-84fb-c136d7f95e9e,5656537e588803a555b8eb41f07a944b,72015,brasilia,DF
bef2fbc9-b53b-4ddd-bdfa-1ab71143cea5,2493dc3f20131696a0ecdb9948051a8d,71065,brasilia,DF
1d793b03-ab7f-4e3c-8651-2ecce6470b00,b9ec22de23f18567de0e09d776ca0309,72318,brasilia,DF
1e304279-9744-411a-9cd3-b2fc81eafeba,e8a85b5f3df47be0984c55fd4064dbb4,71825,brasilia,DF
22d49eb2-5a6d-443f-962c-469c65739e1a,2a50b7ee5aebecc6fd0ff9784a4747d6,72580,brasilia,DF
85e963ad-087f-4fd8-b011-8c53efc67b9c,44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF
33027e95-79d2-4241-9c22-5d4e35b50fe8,77e4abfd739aed9c46480f90f81c0eb4,70767,brasilia,DF
52504c4b-1c53-4f12-b659-4bfa4cc23d2f,7ecd59e5e20407131822c1a68ac59c1f,70719,brasilia,DF
9bf26925-fca4-4a06-a7cd-14ac24734aac,293dee954235e4e4e43f129313625ebe,72125,brasilia,DF
19e751d0-0303-496c-9f5a-276ea13058e5,75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF
f827266a-8af2-476c-962c-8200b88ea038,191d55f7edb8524d525ed01b20fe32e8,73020,brasilia,DF
aa4806e0-78be-48fb-ba64-8a9eb545fb32,d3674f271c91f824f82d24d92011f669,72233,brasilia,DF
eed5dc19-a214-4451-ade8-7387fedacc07,6b333a05bf188ef3e1f1662a86bd9855,72304,brasilia,DF
19f57e96-8901-49d8-9066-5e8adb88a13e,4170f6a9367e6b5d6401d03ce6d54569,71906,brasilia df,DF
11cf98f0-1263-4b3d-86f3-8925a2fecab3,15aac934c58d886785ac1b17953ea898,29480,muqui,ES
11408931-d336-497b-819a-a381f49d4560,544863df86ed3b78a04e0820d41430ee,29166,serra,ES
6909ae40-a762-4fba-9785-c8682402a52e,61f159ef6da2d441951d2c0efa719362,29160,serra,ES
a6f2d8d8-f358-4b09-aee4-e293d899d3d8,a806a4bb063ea7ca6d374eafa50a6058,29161,serra,ES
22ee05df-2bd6-4e47-9328-6fd2528de371,5f57db27027655e6c6a391601daa0258,29138,viana,ES
5f19e2e2-1e40-4567-b1cf-006ea2507fb6,406740ee611378a662d274c7d8c43c4a,29056,vitoria,ES
76ec3609-9960-4c01-8976-a2bdb0d0b4b4,f3295428338a40977a03f555246a70f4,29032,vitoria,ES
5b2f4705-6140-495f-ad9f-9de58e282408,efff9341f3f8f5237b44ff67ed36a7bf,29090,vitoria,ES
3821cc0b-a1ac-460a-8710-a0c1739b9db8,5db42a6cd9bf1bf0d3aab9582767f168,29010,vitoria,ES
490dbb60-979a-49f3-8930-547314f9c155,b0398568231ba5e6734af1881671a317,29704,colatina,ES
595f341e-3af6-4132-9d60-0c2caa028ac3,a353b1083c9863d756d9404695016d64,29150,cariacica,ES
4a8df235-b32e-40a2-a829-35d9f7f9076b,001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
8e26493c-3e2e-4888-96e5-079f6ee11a2e,a7ecf689b40a44361e259b28939023e4,29102,vila velha,ES
5162a7dc-e349-4f3c-944f-dcd887820daf,51209b446b2073894bdc0face6c73ffc,29104,vila velha,ES
2b22f3ce-67d4-402e-a5b7-c7b651d5224b,33dd941c27854f7625b968cc6195a552,29107,vila velha,ES
69dd5de2-57f8-434e-9144-55676d17ce08,cb6c9f5888a7a090c75beaf615925792,29100,vila velha,ES
06f4a99d-04d1-407a-8b1e-d3020ce6503b,2f4b9d112bfa44a214bc6cef085d17c8,29600,afonso claudio,ES
15fd59bc-64d6-48c9-a0c7-1c3b722fc243,7994b065a7ffb14e71c6312cf87b9de2,29142,cariacica / es,ES
8e190e7f-a738-459a-aa67-bae23a998ba5,41da412d33e8da4f22baf55cb1bde82c,29260,domingos martins,ES
aa039ba5-89fa-405a-8688-0b63bfd2e91d,2c9005d8043aff18b8557ffb7b13cda4,29304,cachoeiro de itapemirim,ES
cde09136-68d0-4c38-9039-ab90981b9bca,31eec405c9bb71dec8e2629a92e764fa,29300,cachoeiro de itapemirim,ES
48c87c1d-7ddf-4d24-a58c-c561edf6552c,dd4d95ba2d15c071e6c695e2ef6ce169,29315,cachoeiro de itapemirim,ES
a4607fcf-6776-4154-81f6-3c60b7adfab9,2f73e04d12cdf0c945ded66bb3fcf6c7,29313,cachoeiro de itapemirim,ES
5a91e777-a732-462b-94b0-0825f7d0c002,01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO
f4c47883-ea3a-4613-88bf-3a6832f8387e,2d42ebcda99fd55f6f4bc2f1ca035d50,76400,uruacu,GO
75680028-05bf-4ccc-8a5a-59ed3f0180d5,d598f929fc44e1e38678e7f47250ec04,73801,formosa,GO
3cb2e3ae-ac81-47c7-867b-11385d9b3b98,d8b8f2cf9ff6ba0389072541cb42498c,73813,formosa,GO
6e805757-5c4a-4d70-8d7c-2ce7fc90d842,aadfe0417e61315688b6bd7043361e25,74340,goiania,GO
286e2d89-7f7a-4a34-801f-c3aee927b236,3aa3c89ae3cd482385568be76120f63c,74343,goiania,GO
2daaf40f-2952-4928-9213-8968a75cdfa5,b410bdd36d5db7a65dcd42b7ead933b8,74645,goiania,GO
1eda4b3f-b89a-4815-b2c9-96c10e6effe8,42d4b7e70819438f5ada61c965e92d7e,74045,goiania,GO
33ca95fe-c3c9-453e-a737-c6fe5e40d71d,7b7ed56ae755e2880f2b69632e839c1e,74230,goiania,GO
80967f7e-0619-448c-ac9d-dc8fc4692644,70125af26c2d6d4ef401a1d02ae7701f,74435,goiania,GO
694e2d76-833c-41b9-90cb-d4d031939924,13d95f0f6f73943d4ceffad0fc2cd32c,74473,goiania,GO
3da1c469-927f-48a4-8809-5d1ccdadf1cb,31e60bf8d103ce47932a85f5562deb16,74590,goiania,GO
a7e75043-3854-4750-abca-edb6573e6244,05a940b4ecae36cadfd8e93bd9c43257,74305,goiania,GO
48a22f95-10ad-464a-85ed-598532c7f3d6,e64882b4ef12aee8d0faca4db5b681f4,74210,goiania,GO
17618f3f-8090-4296-ad36-789a69059af1,75fbb52eda0cbc24f479d3b2fbfa8d3e,74560,goiania,GO
6eec7fe8-d92d-4113-a7ad-d987ccb2adea,0ec28cec4046a4a199b6de9b4c891d97,74110,goiania,GO
4bc2c9e2-896e-43f0-9efc-74c154db8fee,0daf5180aa44356f60f8effa533b55a2,74043,goiania,GO
11099288-adda-4cc9-b61e-7a65644ed720,376a891762bbdecbc02b4b6adec3fdda,74323,goiania,GO
9be735ed-3c6f-4e95-8ee8-ea3331eb49f8,39f776d2974049026ff531fc42ef2a3e,74835,goiania,GO
d52a60e8-d98b-436f-a020-1244c9eff72d,003554e2dce176b5555353e4f3555ac8,74565,goiania,GO
6b125871-4f16-47db-8fcd-312f66a923ea,ee27a8f15b1dded4d213a468ba4eb391,74210,goiania,GO
b4521414-e535-44fe-b84e-35a1e687f0c0,8629a7efec1aab257e58cda559f03ba7,74223,goiania,GO
7423b1ce-a908-4e42-bb64-3714de9d879f,578460d8319c51dab351cd9db95eadfe,74550,goiania,GO
e186bca7-2638-4be1-800b-d606c32e8e98,bba8d0c234a52b87b3957037a215d1a4,74343,goiania,GO
c85c19d6-b69f-4f69-834b-d8c2cb7bfeb8,750303a20e9c56b2a6bc45cdce0b897d,74333,goiania,GO
ff8ac6cb-933a-4dbd-a338-f6a6434ad61a,39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO
cad6d73f-e344-40a7-8419-b1df3833a9a5,8ab42aa58097fd4668d60cc648225d5f,74150,goiania,GO
c2c06080-3531-40bf-b894-944a9c4a9c9b,9ac4f14370b1e24ddc58be041b7f99df,76330,jaragua,GO
3d13ed93-bd0f-4c75-99bd-32b6e0076b81,8cb7c5ddf41f4d506eba76e9a4702a25,75110,anapolis,GO
c85f30a8-0975-4cba-a353-f46f785f39cf,17908cf9b444ee34047cadd5c0f4a516,75124,anapolis,GO
4abf3252-3761-40ca-8491-37f61994a2f7,6a38087bc8ad4f89ff453561005f6dea,75123,anapolis,GO
eb946386-a219-4c84-b65a-ae16649523fd,9a84ba99f5367fdbd4598363496f1ea2,72801,luziania,GO
60327677-bc50-4e7f-b754-08f2b09c594c,6bd503a8230299c9316fb0f726933927,75650,morrinhos,GO
62665240-ea79-4d30-9b75-ab29325f3693,557f22c76691849db52d2abccf0015d0,75650,morrinhos,GO
b355c505-5eb9-48e5-80e3-e5b66fb7c1bc,65b081a070633e057c462abdd6fb9dd8,75650,morrinhos,GO
852a2b4f-8fe0-4e79-9921-09c7256e028b,9803a40e82e45418ab7fb84091af5231,75901,rio verde,GO
88c8917e-056e-4d3c-9118-ee2d7caeb511,6b89abe95848c850399130d149a39b63,75640,piracanjuba,GO
617a87ab-9bd9-4909-ad85-7894569ecad4,c8143b3069f6746a77421b5ce30a450c,75345,abadia de goias,GO
14659d8a-857b-4735-aeac-431a4f42aea9,9d5a9018aee56acb367ba9c3f05d1d6a,74930,aparecida de goiania,GO
256a5369-1520-4ab5-9489-260c24a2dc19,ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO
bbf5cab4-a484-4aeb-8aa4-1309dcdcc3b4,06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA
e44e8d8d-3cd9-450d-a794-fc3e50e20ad6,08cdbae123ff67ca4e36d9d641ce0119,36504,uba,MG
3fc3554d-2c7a-4b86-b28a-896a28f808ab,31344c16881c08a8a72c6d2eb29918c1,36500,uba,MG
71d2b749-9111-4482-9331-ceccb45a5e23,b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG
c519a60f-75a3-46c1-bbde-84b30b509637,1da366cade6d8276e7d8beea7af5d4bf,36500,uba,MG
7dfea1c5-5b84-4841-aae5-c9fdb5b7ebca,cfa5ab0e4d3fc212fd0b3410e7081c62,36500,uba,MG
8a4a474a-4f9d-407b-8e81-14aaef1a20ea,11305281b50fff20ae8bb473f8e11876,36500,uba,MG
ced2cb44-0a69-46fd-aaea-7ab449cf65b0,96804ea39d96eb908e7c3afdb671bb9e,38950,ibia,MG
2ac9b811-0632-406f-84bf-591bd55fd836,41c9d3997dd3c072c31139dc5bb5761f,38182,araxa,MG
b9b8edc4-2257-4ca5-91a7-32d784c55c0a,f307937c1bb287c3efc2a514b94b0d1d,38183,araxa,MG
d0fee2ab-1bab-4ed4-a9b6-358a94aec289,17ca9b9e9b9ef8fdb529001b49ebb50f,32677,betim,MG
3f4b5a18-ae48-435d-90fa-20c1d3464a51,aa8af66c623d7d544dfe4bb85b5ebe3b,32672,betim,MG
f11863fb-b97a-4098-8480-b8bcf2579c25,0df3984f9dfb3d49ac6366acbd3bbb85,32604,betim,MG
2e94f5b9-028c-46fc-ac8b-142af66ab157,4e06067cc08b3f41d837768d392c3ee3,32604,betim,MG
831e0a95-2bae-4ee0-86ca-6f03a8ecb44a,bba74270a87732727b5a3b4fd9ac1c39,32604,betim,MG
fcfc7e69-1bb3-4916-9947-f16bcbb7ef04,fe1bbc5feda5c8979a8a1b3b2512d5a6,38680,arinos,MG
dd2189ea-195f-48ef-a97f-e49a514efb5e,d5c530f4884a75ae0dba9c148718d278,35660,centro,MG
b83610bd-7c8f-4a02-96f7-6c9439fbc9b1,f3041c2e75ec683697a6a5ea82192210,35680,itauna,MG
bf1fedba-3bed-4b24-882f-17f24105fd14,25c5c91f63607446a97b143d2d535d31,35680,itauna,MG
b7a92b45-2ad7-4c3e-acc9-5777e910a239,9aa388272ee334b6ae07bc73706e254a,36886,muriae,MG
7fc01eaa-660b-4726-973c-d6d21752b50c,b86a47b3366e3b5424a7b225781f4908,37900,passos,MG
49724994-2330-46c5-9a60-4d06c2387616,a9415cf907dfa12f9ed18693244f5329,36320,prados,MG
9ae9ef8e-100a-4037-a411-4d43dd5f2033,2cb6eb1b7185064167657fa09f541105,34710,sabara,MG
d2533a97-433d-484b-b9eb-20957512189c,f62d7bb4a613ec758a03342d46b580b2,36570,vicosa,MG
c59a845a-c263-4ee7-b001-4239c153fa29,1d29dfba02015238dfbe2449a5eaa361,36576,vicosa,MG
0058e940-1089-4c6c-8799-60512c20a48b,05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG
48a33bb7-7006-47e2-adab-915654c17794,0aa124728afc1131dff5655f4c6f487b,37135,alfenas,MG
d7dad202-c763-40a9-901b-1b388e8a5d88,50c9975695009e5e6473912e83a6d1da,35530,claudio,MG
12ceb5c7-296a-4a79-b00e-a61ab35f4449,973f21788dfab357250f69a8dcb7ddee,35530,claudio,MG
cf867784-7eaa-4823-9bf5-eec306032125,725af026f869236a8dd0ceb98564d156,35530,claudio,MG
b5413696-3ee9-4c9b-af74-1c8e193bfbdb,46ef1a25845fc051c2998d878354810c,35530,claudio,MG
ed375520-bb1d-4f0f-8516-4707bf1cdb2d,623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG
469e2b45-42e6-455b-8d41-57437533f2a7,adcf50477d6a1f5d91bb9d54c4903cb5,35530,claudio,MG
07fa2d7e-9fb0-4892-b10c-fe801d53d78f,b566ab0ef88016e00422755e305103c6,37640,extrema,MG
ff6ffbbd-374a-421e-919a-f7db41eb11c6,6824a69c9ea0313eba299dd4a2dba09a,35570,formiga,MG
e7d61483-9b48-4222-87e6-c8e319288d72,d921b68bf747894be13a97ae52b0f386,35570,formiga,MG
1e827cba-1489-4adf-a20e-471f841195e7,49e7217cfe4e427191c378ec626d8737,35570,formiga,MG
92dae013-6317-4ad9-8136-23cd6842b820,2a5b78b41cd05baeac8df54c6606b92c,35570,formiga,MG
cedd94a6-9dc3-4e1f-83f7-a7e14c01959d,be67f78487e2cecb0d55bc769709e4f5,32419,ibirite,MG
d5c717a2-d02b-4917-8b51-b1a1ce98c68c,ff82e8873fba613f2261a9acc896fd84,35900,itabira,MG
93cdc092-8900-4367-acfc-9fc73b5dea6a,9b00cad94ef3078faf6fba2e792c158f,39442,janauba,MG
ebd17ad0-6177-4c7d-8442-88e6d5770e69,1cbdc7cf130a41fd13a3c2a7d2fcfda7,37480,lambari,MG
511117a2-3b36-43dc-b822-a3c7000137da,014c0679dd340a0e338872e7ec85666a,35180,timoteo,MG
a18d6c5f-ec46-4d75-8025-713958b2ec04,fe19dce63ae80346207c6c55713d1023,38010,uberaba,MG
37cf3a7e-18c2-44c2-835f-ae6c5f2e8a1f,ef9952469137ff190bacafe117f51537,38022,uberaba,MG
81e2118e-2ef6-4cf3-8fa3-3dc6754e888f,c847e075301870dd144a116762eaff9a,38022,uberaba,MG
784522ea-4cd9-49a4-b151-14d7deae9298,8cc6a0e5738e61a87b03c78b2ba9db4b,37795,andradas,MG
7ab6cbe8-2e27-46df-b025-0996836d0bf1,8e6cc767478edae941d9bd9eb778d77a,38442,araguari,MG
7904d8e0-6840-4eeb-a744-f36cda83471a,ad8ada0ffa993cb1197d102d9ab21a3e,38445,araguari,MG
46679ccc-33d6-4a60-ae02-ed554189a008,b335c59ab742f751a85db9c411a86739,38442,araguari,MG
448daf15-ddf9-4e72-aaca-42fffe3f8abc,7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG
6401cd63-4771-495b-8ac4-6d39dbd537d0,ce7d1888639e6fb06b2749cbfdac1ff7,37443,baependi,MG
3d8dd2b1-6fa8-415c-a119-329ffe9fe906,d94a40fd42351c259927028d163af842,37443,baependi,MG
0f355b04-7bfc-466a-9b48-a76c196126a9,f8f35af4634605e6693c17cc3ffff5a8,37400,campanha,MG
40907ccf-9fed-4de4-8712-5dd49790884e,02dcd3e8e25bee036e32512bcf175493,32310,contagem,MG
85a3e69f-07a8-454f-a9fc-7a913eeb224c,c6218512d16fcac0af02fe92691cf274,32315,contagem,MG
f1f0bbfc-a51f-4d23-9550-5c2ca4407706,3d2531eccfbde1d7c8db7a3a12fb267a,31340,contagem,MG
c539bfcf-9170-4a1b-a2ce-cdb3b79e7f76,55029529919c0123526150bd26ca8f20,32280,contagem,MG
1edad8c0-6bc6-476d-913c-de6dacf9deac,cfd7ddab722b902f7ac5b5f3ba6d723d,32372,contagem,MG
6e46243e-472b-48fa-9b59-4b50a952f8c5,acce39e832338debb07b02385cde5967,32110,contagem,MG
fe7930d6-3cda-4fb7-b8ba-a9b7db6d2bcf,594f9aaa48e5bf431f011ddc5669b0d5,32185,contagem,MG
fcd421d3-dd99-492a-84ab-40ba2b2f6e68,0a198e95d32b1be2da9424c962a6ebfa,32260,contagem,MG
bf902561-5fdc-40e3-a5fd-5d7174e01afe,9bf11dfc0bec77e5a23028043c3c5a8f,32140,contagem,MG
a8092cf7-f337-4714-8ebd-f58cd5b1ec1a,0ebd97a106433a45a4aebe57c1799778,32240,contagem,MG
d259c775-5d73-4c01-ad01-1c3cc29d75e7,8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG
a4ad97b9-14da-4f1a-b314-9dea96940813,9e9b539eb2806acee3f5c28085c1db9f,32315,contagem,MG
200e3351-2bbb-435f-a50d-8324c2db7ab7,402916f742e5c740cc751493d9cf5053,39740,guanhaes,MG
11f920a7-6a74-4e47-8cc5-98cd12b7bfdd,a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG
694a15cc-816f-4776-92d8-ea6299838982,8f54d64f28a993550aa7943f12572959,35160,ipatinga,MG
aed37824-a1ac-42d7-a5b3-021ec12beccf,679769a98cfcc6da877c8486ff1c13f3,35162,ipatinga,MG
cfabad58-b7b5-4e71-9e73-5efc667c3d4e,48e5ee06fb2dc74df1c711a9b6dfac2a,35540,oliveira,MG
d9c894d4-fadb-4ae0-9de6-f69abfb262a0,43a5d4a57af536fddc96d08be3afdfcb,37006,varginha,MG
182592ce-b297-4ca6-8d6c-5f791a7cb69b,9596c870880d900012f2e8e6e30d06d7,37074,varginha,MG
4318cd41-8632-4c77-a1fc-24b3ee1d9500,5c603ffb38cbbf25a0e0698941324143,37004,varginha,MG
aa1184fc-08a9-4968-87ba-975070dbe42f,6179a28a13a726c29b3bf54c070dccab,37048,varginha,MG
b7f9c391-ec05-45d0-a79d-84180bb8590f,3ea08c48e851106d2f584349daba335f,36201,barbacena,MG
65f6dd46-cd35-4c07-b9d0-c7b22faa54e8,fe4cd9461203cee790d36792420b310f,35300,caratinga,MG
53ce19fc-c6ef-4249-a2ea-7d21f9263a5d,8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG
15a3f456-81cd-48e4-847e-d1db326dd22d,34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
c803d24a-26b9-4ad6-97fe-7cb830d49fc8,ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
28136262-9877-4491-83d5-eddfa650ab68,d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG
ffacfd9f-ecbe-430f-8c58-f4eb953cb7ab,7a241947449cc45dbfda4f9d0798d9d0,37590,jacutinga,MG
4f25794b-7a81-4550-9a4f-d2b4b476e102,198c7ea11960a9844b544d9bcdca860c,37590,jacutinga,MG
c34b7857-ea22-42f1-a713-4fac4e032134,d1b9d4be4b6f9ebd85f8acd6745ba612,34006,nova lima,MG
c183dda5-5ec5-4268-b74d-9e7bf687ab8c,1987cd4be10fe09ee50454f9c354d1c6,37570,ouro fino,MG
c4e4290f-83a8-4ee3-b5cf-06e04da39b15,1ca4bdb0cd7fc48e949bac066188ed26,36773,cataguases,MG
bf916790-8caf-4b0d-b9a6-394ebe148c5d,1554a68530182680ad5c8b042c3ab563,37580,monte siao,MG
c7005e40-aa25-4f86-ae75-b7e96d782943,15cd6eefe58588619aaed41dfa6621b1,35400,ouro preto,MG
98d5f4e5-dd33-46d9-88fb-968ba190ad2a,3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG
cac7981c-55ac-4371-ad48-89607cc92e38,c52c644cc0dc85121207a27013efc6af,36325,tiradentes,MG
c6ce94f8-3621-41f1-8d73-cc8f4fa3dbf9,8f78f0903005064036736c7173a5c2ed,36325,tiradentes,MG
7ab38924-70ab-4228-b13c-20d4e2dd0601,21e83881401b92b49fb09a16d3852291,38405,uberlandia,MG
e0cfc540-39f0-4304-a8c4-9f9dcef79544,5bc237df65098fe211bb4818f4d26d78,38410,uberlandia,MG
9dc8e033-d131-470a-9517-909ed9b52231,6c99c983ce3b6ba0ab813e6790e81691,38400,uberlandia,MG
db06c783-a776-4147-a6b2-5eba59ead182,aac29b1b99776be73c3049939652091d,38408,uberlandia,MG
6c922442-119f-4cde-b9c6-706138d2cf8b,0afccdb8a34ee5c79f7c06faf2b4d56e,38400,uberlandia,MG
1163e4ee-8722-4b95-9aac-0f472f93f17a,03bd479e1d9484cdb14104d3023f7321,38401,uberlandia,MG
3a1cb4d9-f094-4051-a535-7833df1de866,59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
05774c6f-e46e-4b11-bdca-fcbba3ce820c,e99e927c81e3f51739c94fcdfca9f10f,38400,uberlandia,MG
936e2405-71dc-4fe0-a7dc-ddd904a61fe9,0d85bbda9889ce1f7e63778d24f346eb,38414,uberlandia,MG
d13fa9e8-e946-4203-be43-e4d5e83ee511,c9d2ba8dde44a275ae06475ed1d2fafc,38400,uberlandia,MG
418536a2-1307-4a56-a22c-d0f718bd5a01,a53f60f05f822b5c621a50ff6a5cb362,38402,uberlandia,MG
963d37d4-cce2-4a20-bd28-9396a20ed561,94165aea8a35c3c21499cbcae239b16c,38412,uberlandia,MG
19ba395b-d4d5-4646-9004-986f70097cb0,081acf3de680d554796c9cf041be7bc2,33200,vespasiano,MG
d96c8414-bf8a-4a09-853d-2ede17466e01,9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG
