geolocation_sk,geolocation_zip_code_prefix,geolocation_city,geolocation_state
b11b17c7-5780-4a9d-90c2-c79ac60d51b0,57370,traipu,AL
65060160-bd31-4d47-bc00-1a9022ed49b1,57700,vicosa,AL
a219b3a6-a570-4d65-9715-04ec86b53609,57690,atalaia,AL
fcfc673d-7b6f-4537-a17b-6ee180b54e00,57420,batalha,AL
1e0e36b8-ad45-4f42-91e5-768fab7112c4,57320,craibas,AL
d0b0bc46-b840-43a9-97e5-81d52b0744e5,57010,maceió,AL
27f38802-af2a-40d4-931e-c7ccb0b82b9b,57000,maceió,AL
f8b0a55e-7932-498b-9075-9df875d0d5a8,57070,maceió,AL
c75d6d0e-b2d6-4c2c-bc29-7461e995d142,57085,maceió,AL
7e228779-e3f7-44e0-987d-395b1fca4bcf,57050,maceió,AL
24d792b5-31fa-4348-9a9b-bb10e1effcf0,57014,maceió,AL
437ecc8d-208f-4243-8c55-5dea75b4f57c,57990,messias,AL
e3b81b9f-754d-41b1-9c4a-e94ce2278506,57720,pindoba,AL
de0f8fcf-ca27-4c4a-90c1-e70030476c6f,57246,roteiro,AL
74a326f2-4a7c-4d51-850a-f07e22a1c127,57257,roteiro,AL
32fd4af6-e1dc-4514-a9fc-c2ef54e56176,57770,cajueiro,AL
afe014bb-498c-4f24-a765-1ca0b12dd939,57230,coruripe,AL
6ffdb6e8-8546-4f74-b498-480a9bf675e8,57960,jacuípe,AL
bc07bb0c-2c11-4fa7-89db-324b4f8874a1,57955,maragogi,AL
e1614cfb-1b69-40b2-a349-223494dbd5f3,57550,olivenca,AL
b627b071-4684-41c8-85d1-89665999c87b,57460,piranhas,AL
a6212bc2-efea-4a40-bf31-e1b0aedc2cda,57380,sao bras,AL
f3f09f2f-67ab-429d-9647-6919e4bb0407,57302,arapiraca,AL
345d20b0-9f50-4ba6-b2ea-f841b3487655,57312,arapiraca,AL
13e833da-a179-4bd8-9d6d-5f5ab274f4e7,57307,arapiraca,AL
23a56494-2d49-4c7c-b71c-a819a159f3c3,57300,arapiraca,AL
95bc1ea2-d8c2-4d46-a107-c6495f4ccb04,57315,arapiraca,AL
b078fda1-4b79-4614-a9e3-a76854d1ed19,57308,arapiraca,AL
edbd819c-5ed6-4be2-8d63-038b4ef0fea8,57313,arapiraca,AL
a694904b-c5d5-48a2-8118-304eb11267cb,57309,arapiraca,AL
50c5af1c-0c4a-4a72-82c8-7609cd6fbb46,57301,arapiraca,AL
57598cc6-7418-4085-8a95-c0a1e88e7cd4,57310,arapiraca,AL
6d34782c-51b2-452f-a8fa-057e096028b7,57306,arapiraca,AL
197d73b5-9984-431c-ba7d-c6ff46dc9ce8,57316,arapiraca,AL
ebf51cb1-e7e5-409d-8a82-fefd0b66b13b,57304,arapiraca,AL
867f9cab-905c-4002-9ca4-78a2ec86e7ab,57305,arapiraca,AL
e71b513b-219a-4e36-8c97-05567b3ced0c,57303,arapiraca,AL
a8a3639f-f609-496c-8312-8f8c3fe1cbec,57314,arapiraca,AL
2ff6550c-6ccc-4489-b5bc-833a7e64d6ff,57311,arapiraca,AL
a4efcdb8-ecbf-4463-ae2f-4353f57570fe,57317,arapiraca,AL
b85889f1-cf68-4ab6-9119-286000dcc7e6,57968,campestre,AL
16e8f154-6f23-4dbe-9a38-5f8d10ece63e,57535,carneiros,AL
e390538b-b1e2-4110-8476-60c80f645811,57760,cha preta,AL
81b48451-00c4-4366-a7be-c978eb5a39c8,57995,flexeiras,AL
f9b373ff-a00d-41e7-8262-4c1fdd746175,57270,junqueiro,AL
03dbd2c7-467f-441a-af23-8caa5a6199b3,57520,maravilha,AL
66dafb77-8b6f-40d6-9642-3ae652e05b1e,57670,maribondo,AL
38396f7e-236e-4802-8dd9-56090dec4f59,57970,novo lino,AL
71baf538-297f-48fd-8998-c47410552a4a,57410,palestina,AL
110a4f07-fefe-4765-8799-2542981bb18c,57475,pariconha,AL
a08838c9-64b8-4076-8629-d949158e37be,57210,piacabucu,AL
8930164f-0b24-405f-ac2f-c65958ea0557,57100,rio largo,AL
cc8d51e0-0563-490b-9cda-39fce06be8ff,57640,taquarana,AL
ad4e1d17-27ae-4748-a3dc-8c2e21c974e5,57830,branquinha,AL
28c85f88-5f76-4070-bb1b-a1224129cf6c,57890,ibateguara,AL
dedb620c-1a03-43c1-9e1e-70a0139aa083,57425,jaramataia,AL
d96e76cb-0c71-40b9-8246-2d4e0b6e7ce0,57258,luziapolis,AL
cd828b8a-d083-46b7-bcef-c9aa46478e0f,57935,paripueira,AL
39fed59b-5038-4ab0-889e-54eb4fec1ef5,57490,agua branca,AL
7af494c3-0885-4b6b-8490-535d152dee82,57570,cacimbinhas,AL
6ccba1cd-9eac-43fe-a405-4f98f199aaa1,57280,igreja nova,AL
945dd7a8-f3ae-4a1b-ba31-f526d7209048,57950,japaratinga,AL
f8018a17-a0a3-4257-8c39-ecea3bf4be69,57540,mata grande,AL
b2af12cc-67fc-485b-9cd0-68dbc944d0f4,57525,ouro branco,AL
4785d5ab-8ce5-43eb-9331-5eab13510111,57900,porto calvo,AL
f241ebc5-46a4-4a32-88cc-c9fd4d7ec0af,57750,quebrangulo,AL
cc86b3af-3aa3-48ec-9659-eb9c1e0e8e6a,57680,boca da mata,AL
e0d649f5-3581-4192-b50b-ec9b57032dad,57250,campo alegre,AL
e1e44ff8-ac9a-4ca8-81e3-e783d52ef024,57350,campo grande,AL
da085600-0fc0-4cfc-bc12-66f0a6f84b8f,57560,dois riachos,AL
97075d90-3efc-40cd-a2c2-dedc93a10bf9,57340,feira grande,AL
3c17b1bd-1c72-4bbb-acae-1f7fd14ca1cf,57730,mar vermelho,AL
683a99cd-d026-4926-891b-ac01ac594757,57325,coite do noia,AL
a00f2011-19de-4dff-b627-66ff7820ef4d,57140,coqueiro seco,AL
4e13bfd5-1004-4957-a23b-87080d22209b,57220,feliz deserto,AL
c3866157-402d-4928-8034-673a932868fc,57980,joaquim gomes,AL
81abfc2b-688c-408b-9409-281faf3f3e63,57580,major isidoro,AL
d104ce96-7887-43e1-acc1-cececb4341e0,57440,monteiropolis,AL
06461c60-076e-4424-a79f-cff5b11f8788,57740,paulo jacinto,AL
d8d0b4da-4b59-4869-bcb8-4adaa23b651e,57275,sao sebastiao,AL
c4e3e432-a9c1-4350-a130-95e517944a91,57635,tanque d'arca,AL
96d84c23-9ef8-49a5-8a45-de49a350a388,57330,lagoa da canoa,AL
beaf9975-4a08-4cb6-b019-c83e8201ae90,57480,delmiro gouveia,AL
e178cf7c-ffc1-48eb-8b24-9b9fa0dc926c,57244,jequia da praia,AL
5ee62cfb-4f06-458e-8913-5be441e30c68,57255,jequia da praia,AL
6e5f5763-9c7f-427e-86e2-a9cec008d817,57945,porto de pedras,AL
8113cdb1-cd61-4929-99be-0a2f39a746af,57265,teotonio vilela,AL
52541db6-0132-4ece-a17f-70953c71c0c6,57160,marechal deodoro,AL
b508fa0e-318d-4a88-84c2-8ebd73e2c4cc,57400,pão de açúcar,AL
039048a7-8598-4e9c-8d32-7a9e3759cd7d,57860,sao jose da laje,AL
3490b5cb-f319-41ac-bf88-ef3c4bcea8b3,57360,girau do ponciano,AL
034cff64-6c12-4355-8fad-e444b78eda45,57430,jacare dos homens,AL
d27e5918-b05b-4e91-bbf0-f9b79c61703e,57840,santana do mundau,AL
de4d14d7-bb92-4833-adaf-e3bfe6deeb1f,57975,colonia leopoldina,AL
84e5db4c-636f-4cae-b8c1-37dbefd80cfb,57625,estrela de alagoas,AL
386461e7-60f8-4d60-aab9-d30891ce6f5a,57260,limoeiro de anadia,AL
4f4598da-94c6-49d9-ac0c-c8c70edae8cc,57390,olho dágua grande,AL
a9631535-9c95-4d6b-89dd-6e6fe5716b94,57500,santana do ipanema,AL
f50f8106-3859-4f93-90f7-ad1fe556abd7,57445,sao jose da tapera,AL
fe4f9dee-a3c3-4181-82d7-8a1f6f1a8623,57800,uniao dos palmares,AL
bed86842-0384-4c1c-a096-412746465580,57319,vila sao francisco,AL
64609675-8d87-4cc1-b22a-d34a304c9982,57180,barra de sao miguel,AL
38472ebd-c0a4-4891-beae-cec1167941da,57607,palmeira dos indios,AL
9bccee9d-728b-4322-9177-d92afd95bd7d,57603,palmeira dos indios,AL
d9d30ec1-6743-4a66-b619-dcb63bc982c0,57601,palmeira dos indios,AL
18c712a5-c2a4-40e6-8795-0ead9e9be2b5,57604,palmeira dos indios,AL
d70abd60-0be5-48c0-8ebe-ca66154657e6,57602,palmeira dos indios,AL
3fc1d3bb-fb7d-4ac5-812a-5a718fbca388,57605,palmeira dos indios,AL
d8043393-2ba7-4602-88b0-551d264d9a07,57600,palmeira dos indios,AL
9deec877-3f13-459a-bf08-491665933941,57930,passo de camaragibe,AL
2bea4e34-4497-4371-9e1f-89b8e0f5e39b,57910,matriz de camaragibe,AL
4de854aa-93e2-442f-ae9a-8583877afc8b,57606,palmeira dos índios,AL
003136d5-13f1-4786-863b-da67ae739a61,57608,palmeira dos índios,AL
4d67cb15-11bc-449f-adc0-942a13b57fd9,57510,poco das trincheiras,AL
173ee8f4-595b-410d-b0bb-f68be57ff04c,57130,santa luzia do norte,AL
85728588-e8fe-406b-84d6-cad178a5f741,57920,sao luis do quitunde,AL
84c53f44-eef7-411c-9a08-8903a93883db,57515,senador rui palmeira,AL
fe0d52cb-16fb-41dc-b750-a165c270a090,57290,porto real do colegio,AL
f2f7dac7-4cd0-48b1-b19c-83a9d783a109,57242,sao miguel dos campos,AL
0c66b37f-777a-49bb-aca8-0508868adc9c,57240,sao miguel dos campos,AL
af455a25-f118-4390-8017-c22aaa9027b5,57241,sao miguel dos campos,AL
419801b1-e931-4c02-b9b7-4b3753c80354,57245,sao miguel dos campos,AL
2c290e5d-3ca5-42c2-a102-26ca37ff5ebd,57925,barra de santo antonio,AL
c5d393a4-3b6e-45dd-9cb4-9f2b3997d430,57442,olho d'agua das flores,AL
ba00d507-8c8e-499a-b256-b9a0cb18e8e4,57470,olho d'água do casado,AL
9dc68f41-791c-4651-a192-c3ee77a78c8d,57940,sao miguel dos milagres,AL
3e7432c6-9725-422c-affb-76a019e6e251,69265,apui,AM
423943f3-e8c9-42ea-a6fa-eac5f36033a5,69550,tefe,AM
a0ce7856-5809-4627-a93f-32dc64c14a5a,69553,tefe,AM
53cec44a-0ca5-4849-915d-aba6f91afc73,69552,tefe,AM
5d953513-7bcd-464a-b443-fa533ae187bc,69470,tefe,AM
d56c6565-f11e-4aad-b090-5f03344f33f0,69557,tefe,AM
6a394dc4-1a52-4f7f-95dc-d475f32ff5d7,69555,tefe,AM
78dbcce4-f045-4606-9069-6eb7f989c986,69445,anama,AM
b213e854-c4a3-4101-ad10-517c234e6956,69440,anori,AM
d72c7d63-612e-436a-b0b9-79284a964338,69200,borba,AM
85dd3c91-214e-459c-b2ca-c82c1dfca20a,69460,coari,AM
7a3fdf31-8dc6-4b18-89d8-c3656c2297ed,69520,jurua,AM
447b7266-afbb-4648-8be6-94c320d0e881,69660,jutai,AM
aca4f906-f5bd-449d-90a7-f61164cdfaa0,69190,maues,AM
c55c29c9-aaad-4d1c-8310-9c39f17929a7,69870,envira,AM
8c5c1b0d-8186-4ab8-883a-ae656534ea6f,69495,japura,AM
f7c7bf05-c909-451a-900c-3014364bf36c,69830,labrea,AM
4d4087c5-2def-4a5a-96d1-2624c8753bba,69076,manaus,AM
779e1c47-3d1d-475c-9b93-6de24bf262c8,69060,manaus,AM
7df109c0-174b-4ec5-9067-7836b4bbe7ff,69037,manaus,AM
3c631158-de14-423d-8cb5-19ad2bd018b1,69096,manaus,AM
801d29ad-52df-4a08-b52f-16f29d2704b5,69059,manaus,AM
fb12b844-dc7b-4974-a7f6-a8eec2b66141,69084,manaus,AM
1db51b8c-58ad-4297-ac37-6640feab7f94,69036,manaus,AM
46d3fc20-ed29-4744-b700-c283c0901dc8,69033,manaus,AM
7b9da78c-bfdf-4d11-b50f-90d02a017981,69046,manaus,AM
4396f36c-f5e8-486b-891c-71e280be8ea7,69065,manaus,AM
6e0896bb-105c-4f45-a1b6-e94ee96894b7,69085,manaus,AM
f137d16b-18c1-46a9-ad54-d9380fb78cfb,69075,manaus,AM
b01fd849-b4cf-4e4b-a828-958e973948c5,69028,manaus,AM
07641082-ef74-4cba-9612-d90678dbded1,69053,manaus,AM
361cc763-a83f-4ae0-b6ee-3319f86a3313,69042,manaus,AM
6b156374-366c-4a3e-97d6-3664e75206fb,69097,manaus,AM
5864d46b-65c5-49b4-84d9-c7ff5d977f71,69020,manaus,AM
1b4cd495-8cc0-43ac-bcdb-77c413b49b86,69040,manaus,AM
b059cdf7-1e73-4d11-955b-756177667563,69039,manaus,AM
46cb09dc-9654-421b-81f6-881ed867f10d,69090,manaus,AM
36fef6b6-dce7-4982-a694-256c1a438c18,69080,manaus,AM
4b198a85-7642-4927-a214-1e09adadac1e,69057,manaus,AM
5fb60014-6e5f-4ad8-8572-8a74249841b0,69015,manaus,AM
0aa7434c-2f94-4c70-9b90-5d52f2a3e4d4,69087,manaus,AM
f4b8e175-7035-4608-a8ea-f07b52f1ad00,69073,manaus,AM
a8459d5f-417f-4580-83f6-16f5c1811d22,69079,manaus,AM
9178d2e5-1b65-4d3e-8eb7-0691fe9f9080,69022,manaus,AM
99a8e31b-35d7-4b2d-a973-172b58ea2499,69047,manaus,AM
53e2c624-41e3-4720-a2d2-6b2a11659024,69068,manaus,AM
07933faa-353f-4845-8e27-9a0db8a4d18c,69050,manaus,AM
e4a5eaa1-6e3e-4936-9c9d-739cc2f6dfa8,69054,manaus,AM
0b5401e7-44f9-4554-a966-1b476257f07d,69083,manaus,AM
146ef95d-9dce-4833-8a12-df9634481d23,69063,manaus,AM
0791cd82-eb60-4ecb-abb9-f8c36b479e42,69082,manaus,AM
d723fa91-fad5-420a-8c77-7c8b4a76ffc9,69006,manaus,AM
d697ae42-6624-4171-a853-3434b58efee2,69093,manaus,AM
068a4d9b-5c7b-4eb0-81dc-05ffaacbf016,69077,manaus,AM
382c2635-0cce-4afb-a07e-401b5bd51f0c,69043,manaus,AM
333e98ca-0b0d-4489-ad6d-47e4158dac24,69044,manaus,AM
c78efcc6-62ea-479a-b3d6-0f3fbdac3855,69025,manaus,AM
164a2104-1f68-41c1-99ec-cb36e418406a,69010,manaus,AM
1bb597bd-ba6f-4a9a-8954-f3e3422687a5,69072,manaus,AM
2c57de48-28d1-41d2-b1ce-23bef47ab5da,69045,manaus,AM
abe020a3-afb5-4e37-a34c-cecd6c2a184e,69049,manaus,AM
3acb7218-cd22-49b9-b170-a7c5bcc6eeee,69035,manaus,AM
be3184e7-c36b-4d19-b367-b46d5bb0e2bf,69058,manaus,AM
b13b91af-c9fc-4587-b858-f262d6e8a603,69027,manaus,AM
a9fcdf54-65a3-40b6-a3cf-7510e0776651,69017,manaus,AM
72536e15-8a7c-4ca7-8ad0-f479fb9bce3e,69009,manaus,AM
75c40b80-2509-4d52-a0dc-ac74ae923dca,69098,manaus,AM
da7621a7-c01e-4d15-b29d-3eb4c86ea8e5,69094,manaus,AM
91f883f6-3898-47f6-831f-399be08f0d27,69070,manaus,AM
458c0711-4db4-4280-bb9f-db8ba1b7cfc2,69007,manaus,AM
1aef84ea-7f84-408e-9ce1-4b7812fa9704,69086,manaus,AM
944d4b0b-db46-48b9-83f5-928db0d136fc,69038,manaus,AM
e7a8f93c-ca6c-420b-b930-9639881838e8,69048,manaus,AM
e9347b69-f358-4bdc-80e5-ca02820b22b2,69055,manaus,AM
7aa09bd1-6f30-401c-a439-90e4af8ee908,69030,manaus,AM
7f85553e-e9b1-4f13-a76e-89ce2da7e513,69008,manaus,AM
f8fb56e4-5550-4677-a029-a5ca5ecf29aa,69067,manaus,AM
93440023-f566-4ebd-88b0-98d6511873f6,69041,manaus,AM
7db82f21-c302-4212-b80f-981fcf98c1ac,69005,manaus,AM
54f8d435-2ad9-4f39-8a1b-235f0d96d19a,69074,manaus,AM
d3673556-f6f0-4382-a000-3de996780cba,69029,manaus,AM
b0aedfe3-bf7a-4040-89b7-e9231c8ece89,69095,manaus,AM
caf660b2-8211-4c6b-a32d-50a5a94b03fc,69099,manaus,AM
bd04d9d8-b7bb-4f75-a6c5-ffb84fbdc1f9,69078,manaus,AM
e7e713cf-687d-48ca-9a17-d970dfd431e5,69018,manaus,AM
4d436d4e-e8be-490c-b1d8-d55ddc89f000,69021,manaus,AM
912059dc-1a38-4d67-b3c5-e229cda132e8,69023,manaus,AM
54784952-5d68-4f8e-b3c8-a524b1f5a128,69092,manaus,AM
ac15aa20-ac59-476d-8f4a-7f68083ab9aa,69088,manaus,AM
51c8d840-4d79-4976-80a5-b949cceb1943,69089,manaus,AM
2568144b-bc0a-4501-b30e-5c61e9ede340,69490,maraã,AM
02ada35f-0beb-43de-9289-76834be18e4f,69860,pauini,AM
b8c3aae6-78cd-4038-b77a-56f1244fe87b,69114,silves,AM
012c6c38-7ff4-449f-82d7-df7b3440ba12,69240,autazes,AM
c25631b9-f064-4ae9-946b-567073f8d9b6,69250,careiro,AM
06b23f31-2598-45ea-969e-7aea22e5ceaf,69450,codajas,AM
b8aa0a65-848a-403c-b85d-26c2212c2fbc,69895,guajara,AM
bedac08b-e031-4ea4-beed-e416623ba941,69890,ipixuna,AM
81e20b5d-a9a7-4af2-889c-34597a17e6aa,69480,tapauá,AM
d737b35b-3452-4fff-a7ce-329e6e4170b7,69540,alvaraes,AM
0cf2d2f6-59da-4dcb-a05f-4f3c70039b5f,69620,amaturá,AM
facc6d97-0d18-4103-adef-3dcfd56fb40f,69700,barcelos,AM
ef452f80-e077-4067-8457-29f55f466671,69820,canutama,AM
0ef34ba5-b998-4ef5-8d56-bb6ad262ae7b,69500,carauari,AM
e16d77f0-8be4-4533-8650-dca156a3c3e8,69800,humaitá,AM
84ba173f-0b5a-48d4-84f0-cc1ed30907f0,69790,iauarete,AM
bb29881d-5b26-44f7-926d-a42c6797e10b,69415,iranduba,AM
150878a4-8566-4cd2-8612-eb3bb07768cd,69405,iranduba,AM
e57e81c4-0d3a-4782-aa94-efa41fdc026e,69280,manicore,AM
25e96086-95c4-4bfa-8eb5-ab492a6a1b11,69140,nhamunda,AM
023f51a3-0872-4260-bf4c-91c10cc06031,69130,urucará,AM
37d71d07-3024-4b24-9d16-2953735527bd,69880,eirunepé,AM
cc045fa3-a674-46e1-b4c6-b08e070e2fec,69670,fonte boa,AM
fe4f4be5-c3b1-4dfb-a209-48aabb22c57d,69510,itamarati,AM
9fa45330-4bb4-4751-a157-acf7441974fc,69435,manaquiri,AM
5110a87d-920f-4ab4-b51b-da34a32b48e3,69153,parintins,AM
5a9eb902-3b6b-49c9-93fe-ee14dba4f69a,69151,parintins,AM
8f3bf12d-90ea-4a53-a0bc-c7b48af3248f,69152,parintins,AM
8a65c728-7708-4f03-b781-990b7267704c,69640,tabatinga,AM
ab3ae04d-0481-44b1-8b6b-bf9b00e70d3f,69685,tonantins,AM
ac2441df-16f0-4113-9f01-ce477918017e,69425,caapiranga,AM
a3b80f16-a57b-42a9-8182-20e3652234e4,69410,caapiranga,AM
eeb968dd-3641-4020-a593-d6cfdc9c1cfd,69120,itapiranga,AM
fd77b457-b0c8-469d-a6ad-e609e41b1dc1,69400,manacapuru,AM
e425dd38-b3fa-46d6-b7b8-10da39e8c205,69401,manacapuru,AM
3007b6d8-929a-44b1-927b-68dee6aa846b,69101,itacoatiara,AM
97d95bde-2aa4-40b3-9cd0-8f21b66f24c5,69103,itacoatiara,AM
0f829798-f1a7-4239-a738-63d4d0bf76ce,69100,itacoatiara,AM
568d9c0c-9c1f-4cf5-8a96-70102a93d135,69104,itacoatiara,AM
3374ab96-405a-4abe-9698-8e790bc1c78e,69730,novo airão,AM
edb1ebc8-6c9e-4563-9355-4a04b64672ac,69180,urucurituba,AM
9bc3ed87-0d63-4fdf-93b1-0c94f0928f48,69850,boca do acre,AM
4bf47097-c8cb-4508-85e4-afc0ecbd2544,69260,novo aripuanã,AM
a49c7645-8b21-49e2-9242-01806a173ce6,69650,atalaia do norte,AM
81bfe91e-cd04-4c58-9822-a1dcd9da5c27,69117,rio preto da eva,AM
15d96206-1335-442c-bae8-cc74a653fce6,69630,benjamin constant,AM
dc65c361-f1d8-4831-bfd7-efc93320ebf5,69255,careiro da varzea,AM
aff6ab3e-279a-4ede-9605-30b3824fe74e,69195,boa vista do ramos,AM
